text,label
和,1
重大,2
问题,0
要,2
及时,0
向,0
碳达峰,2
碳,1
中,0
和,0
工作,0
领导小组,0
报告,0
国家,0
发展,1
改革,1
委等,0
部门,0
关于,1
大力,2
可,0
再生能源,2
替代,1
行动,1
的,0
指导,1
意见,0
发改,0
能源,0
〔,2
2024,1
〕,0
1537,1
号,0
各省,1
、,1
自治区,1
直辖市,0
新疆生产建设兵团,0
发展,2
改革,0
委,1
、,1
工业,0
和,1
信息化,1
主管部门,0
、,1
住房,1
城乡,0
建设厅,0
（,2
委,0
、,1
管委,0
局,0
）,2
、,1
交通运输,1
厅,1
（,2
局,0
、,1
委,1
）,2
、,1
能源,0
局,0
、,1
数据管理,0
部门,0
，,1
国家,1
能源,1
局,0
各,1
派出机构,0
为,1
全面,1
贯彻,1
党,1
的,0
二十大,0
和,1
二十,1
届,1
二中,2
三中全会,1
精神,1
，,1
深入,0
落实,2
党中央,0
、,1
国务院,1
关于,1
碳达峰,2
碳,1
中,0
和,1
重大,0
决策,0
部署,0
，,1
促进,2
绿色,2
低,0
碳循环,0
发展,1
经济,1
体系,1
建设,2
，,1
推动,2
形成,0
绿色,2
低碳,2
的,1
生产方式,0
和,0
生活,0
方式,1
，,1
现,0
就,1
大力,2
实施,2
可,1
再生能源,2
替代,0
行动,2
，,1
制定,1
意见,0
如下,2
一,2
、,1
总体,2
要求,2
大力,2
实施,2
可,2
再生能源,2
替代,1
，,1
以,0
习近平,1
新,0
时代,1
中国,0
特色,0
社会主义,0
思想,0
为,0
指导,0
，,1
贯彻,1
“,2
四个,1
革命,0
、,1
一个,1
合作,1
”,2
能源安全,1
新,1
战略,0
，,1
坚持,2
统筹,0
谋划,0
、,1
安全,1
替代,0
，,1
正确处理,1
传统,1
能源,0
和,0
新能源,2
“,2
破,1
与,1
“,2
立,0
”,0
的,0
关系,1
，,1
源网,0
荷储,2
一体,1
推进,2
，,1
全面,2
提升,2
可,2
再生能源,2
安全可靠,1
供应,0
能力,0
供需,1
统筹,0
、,1
有序,1
替代,0
，,1
统筹,1
再生能源,2
供给,0
与,0
重点,1
领域,0
绿色,2
能源,1
消费,0
，,1
加快,2
推进,2
增量,0
替代,0
，,1
稳步,1
扩大,1
存量,0
替代,0
，,1
稳妥,1
推动,2
可,0
再生能源,2
有序,1
替代,1
传统,1
化石,0
能源,0
协同,2
融合,0
、,1
多元,0
替代,0
，,1
协同,1
推进,2
可,0
再生能源,2
与,0
工业,1
、,1
交通,0
、,1
建筑,0
、,1
农业,1
农村,1
等,0
领域,0
融合,1
替代,0
，,1
经济,0
高效,2
推进,2
发电,0
供热,0
、,1
制气,0
制氢,1
多元,1
发展,2
和,0
替代,0
科技,0
引领,2
、,1
创新,1
替代,0
，,1
大力,0
推动,2
新,0
技术,0
攻关,0
试点,0
，,1
创新,1
体制,0
机制,1
，,1
加快,2
培育,2
可,2
再生能源,2
替代,0
的,1
新,1
场景,0
、,1
新,1
模式,1
、,1
新,1
业态,1
“,2
十四五,2
”,2
重点,2
领域,1
可,2
再生能源,2
替代,0
取得,0
积极,2
进展,2
，,1
2025,2
年,1
全国,0
可,0
再生能源,2
消费量,0
达到,0
11,2
亿吨,2
标煤,1
以上,2
“,2
十五,1
五,2
”,2
各,1
领域,2
优先,2
利用,2
可,2
再生能源,2
的,0
生产,1
生活,1
方式,1
基本,1
形成,1
，,1
2030,1
年,1
全国,1
可,0
再生能源,2
消费量,0
达到,0
15,2
亿吨,1
标煤,0
以上,0
，,1
有力,2
支撑,2
实现,0
2030,1
年,1
碳达峰,2
目标,2
二,0
着力,2
提升,2
可,1
再生能源,2
安全可靠,0
替代,0
能力,1
（,2
一,2
）,2
全面,1
提升,0
可,0
再生能源,2
供给,0
能力,1
加快,2
推进,2
以,0
沙漠,1
、,1
戈壁,0
荒漠,0
地区,1
为,1
重点,1
的,1
大型,0
风电,0
光伏,0
基地,1
建设,0
，,1
推动,2
海上,1
风电,2
集群,0
化,1
开发,1
科学,2
有序,1
推进,2
大型,0
水电,0
基地,2
建设,2
，,1
统筹,1
推进,2
水,1
风光,0
综合,0
开发,1
就近,1
开发,0
分布式,1
可,2
再生能源,2
稳步发展,1
生物质,2
发电,1
，,1
推动,2
光热,1
发电,0
规模化,1
发展,1
加快,2
提升,0
可,2
再生能源,0
资源,0
评估,0
、,1
功率,0
预测,0
、,1
智慧,0
调控,0
能力,1
推进,0
构网型,0
新能源,2
长,1
时间尺度,1
功率,0
预测,1
等,1
新,1
技术,0
应用,1
因地制宜,1
发展,1
生物,1
天然气,0
和,1
生物,1
柴油,0
生物,1
航煤,1
等,0
绿色,2
燃料,0
，,1
积极,2
有序,1
发展,0
可,0
再生能源,2
制氢,1
促进,2
地热能,2
资源,1
合理,0
高效,0
利用,0
，,1
推动,2
波浪,1
能,2
、,1
潮流,1
能,2
、,1
温差,0
能,2
等,1
规模化,1
利用,2
推动,2
建立,0
可,1
再生能源,0
与,2
传统,0
能源,0
协同,1
互补,0
、,1
梯级,0
综合利用,1
的,0
供热,0
体系,1
（,2
二,0
加快,2
可,2
再生能源,2
配套,0
基础设施,0
建设,0
推进,2
柔性,1
直流,1
输电,0
交直流,1
混合,0
配电网,0
等,1
先进,0
技术,0
迭代,0
，,1
加快,2
建设,0
数字化,1
智能化,0
电网,0
加强,2
可,0
再生能源,2
和,1
电力,1
发展,1
规划,2
的,1
衔接,1
，,1
推动,2
网源,0
协调,1
发展,1
推动,0
电网,1
主干网,1
架,1
提质,1
升级,2
，,1
加强,2
跨省,1
跨区,1
输电,1
通道,1
建设,2
，,1
优化,2
调度,0
控制,0
，,1
优先,0
调度,1
可,2
再生能源,2
电力,1
持续,1
优化,2
配电网,0
网架,1
结构,1
，,1
加快,2
配电网,1
一,1
、,1
二次,0
融合,1
和,1
智能化,0
升级,1
，,1
优化,2
配电网,1
调度,1
机制,1
，,1
提升,2
配电网,1
灵活性,1
和,0
承载力,0
，,1
支撑,0
分布式,0
可,2
再生能源,2
快速,1
发展,1
加强,2
热力,1
、,1
燃气管,0
网及,0
氢能,2
供应,0
网络,1
等,1
基础设施,0
建设,2
和,1
升级,2
改造,0
，,1
强化,2
管网,0
互联互通,0
，,1
就近,0
接纳,0
更多,1
非电,0
可,0
再生能源,2
（,2
三,1
）,2
深入,0
挖掘,0
需求,0
侧,0
资源,1
调控,1
潜力,1
积极,2
拓宽,1
需求,0
响应,2
主体,0
范围,0
，,1
加快,2
构建,0
需求,1
响应,2
资源库,0
鼓励,2
具备,0
充放电,0
能力,0
的,1
需求,1
响应,0
主体,1
参与,2
电力,1
市场,1
支持,0
具备条件,0
的,1
地区,1
，,1
通过,0
实施,0
尖峰,0
电价,1
、,1
拉大,0
现货,0
市场,1
限价,1
区间,0
等,0
手段,1
引导,1
电力,0
用户,1
调整,1
用电,0
行为,1
强化,0
工业,0
建筑,0
、,1
交通,1
等,2
重点,1
领域,1
电力,1
需求,1
侧,0
管理,0
，,1
优化,2
工艺,1
和,1
生产流程,1
，,1
以,1
可,2
中断,0
负荷,0
、,1
可控,2
负荷,0
等,1
方式,0
参与,1
电力系统,1
调节,1
（,2
四,0
）,2
多元,1
提升,2
电力系统,1
调节,0
能力,1
加强,2
煤电,0
机组,1
灵活性,0
改造,1
，,1
推动,2
自备,0
电厂,1
主动,0
参与,2
调峰,0
，,1
优化,2
煤电,0
调度,0
方式,0
，,1
合理,1
确定,1
调度,0
顺序,1
和,1
调峰,1
深度,1
研究,1
推进,2
大型,0
水电站,2
优化,2
升级,2
，,1
有序,1
建设,0
抽水,0
蓄能,0
电站,1
加强,2
新型,1
储能,1
技术,0
攻关,0
和,1
多,1
场景,1
应用,1
推进,2
长时,0
储热型,0
发电,0
、,1
热电,0
耦合,0
、,1
中,0
高温,0
热,1
利用,2
等,0
光热,0
应用,0
鼓励,2
生物质,0
发电,0
项目,1
提供,0
调峰,1
等,1
辅助,1
服务,0
三,0
、,1
加快,2
推进,2
重点,2
领域,1
可,0
再生能源,2
替代,0
应用,1
（,2
五,0
）,2
协同,0
推进,2
工业用,0
能,2
绿色,2
低碳,2
转型,2
科学,2
引导,1
工业,0
向,1
可,2
再生能源,2
富集,0
、,1
资源,0
环境,2
可,0
承载,1
地区,1
有序,0
转移,0
，,1
强化,2
钢铁,0
、,1
有色,1
石化,0
化工,0
、,1
建材,1
纺织,0
造纸,1
等,0
行业,0
与,0
可,2
再生能源,2
耦合,1
发展,1
提高,0
短,0
流程,0
炼钢,0
占,1
比,0
，,1
在,2
冶金,0
、,1
铸造,0
、,1
建材,1
、,1
日用玻璃,1
、,1
有色,0
、,1
化工,1
等,0
重点,0
行业,0
推广,2
电锅炉,1
、,1
电,0
窑炉,0
、,1
电加热,0
等,0
技术,1
在,2
工业园区,0
、,1
大型,0
生产,0
企业,1
等,0
周边地区,0
开展,0
源网,0
荷储,0
一体化,0
项目,0
，,1
推动,1
工业,0
绿色,2
微,0
电网,1
建设,0
应用,0
、,1
绿色,2
电力,0
直接,0
供应,0
和,0
燃煤,0
自备,0
电厂,0
替代,1
加快,2
在,2
造纸,0
、,1
印染,1
、,1
食品,0
加工,0
等,1
领域,1
推广,2
可,2
再生能源,2
中,2
低温,1
热,1
利用,0
在,2
合成氨,1
、,1
合成,1
甲醇,1
、,1
石化,0
钢铁,0
等,1
领域,0
鼓励,0
低,0
碳氢,0
规模化,0
替代,0
高,0
碳氢,1
，,1
探索,0
建设,0
风光,1
氢氨醇,0
一体化,1
基地,0
在,1
保障,0
好,1
居民,1
冬季,1
取暖,1
前提,0
下,0
推进,2
热电,0
联产,1
机组,0
供热,1
范围,0
内,0
燃煤,0
锅炉,0
关停,0
整合,1
，,1
因地制宜,1
推进,2
耦合,1
生物质,1
燃烧,0
技术改造,0
，,1
鼓励,2
发展,1
大容量,1
燃煤,0
锅炉,0
掺绿,0
氨,1
燃烧,0
加快,2
推动,2
油气,0
勘探,0
开发,0
与,0
可,0
再生能源,2
融合,0
发展,1
，,1
打造,2
低碳,2
零碳,2
油气田,1
六,1
）,2
加快,2
交通运输,1
和,1
可,2
再生能源,2
融合,0
互动,1
建设,2
可,2
再生能源,2
交通,1
廊道,1
鼓励,2
在,1
具备条件,0
的,0
高速公路,1
休息区,1
、,1
铁路,0
车站,0
、,1
汽车,1
客运站,0
、,1
机场,1
和,1
港口,1
推进,2
光储,0
充放,1
多功能,0
综合,1
一体,1
站,0
加快,2
发展,1
电动,2
乘用车,1
，,1
稳步,1
推进,2
公交车,0
电动,2
化,0
替代,0
，,1
探索,0
推广应用,2
新能源,0
中重型,0
货车,0
积极探索,2
发展,1
电气化,0
公路,0
，,1
加大,2
铁路,1
电气化,2
改造,0
力度,2
推进,2
船舶,1
靠港,1
使用,2
岸电,2
，,1
鼓励,2
绿色,2
电动,2
智能,0
船舶,0
试点,2
应用,1
推动,2
可,2
持续,2
航空,0
燃料,0
应用,1
，,1
开展,1
电动,2
垂直,0
起降,1
航空器,1
试点,1
运行,0
有序,1
推广,2
车用,0
绿色,2
清洁,2
液体燃料,1
试点,1
应用,0
支持,2
有,0
条件,1
的,1
地区,0
开展,0
生物,1
柴油,0
生物,0
航煤,1
、,1
生物,0
天然气,1
、,1
绿色,2
氢氨醇,1
等,0
在,2
船舶,1
、,1
航空,0
领域,1
的,1
试点,1
运行,0
（,2
七,1
）,2
深化,2
建筑,1
可,2
再生能源,2
集成,0
应用,1
把,1
优先,0
利用,0
可,2
再生能源,0
纳入,1
城镇,1
的,1
规划,2
、,1
建设,1
、,1
更新,1
和,1
改造,1
推动,2
城镇,1
新建,2
建筑,0
全面,1
执行,1
绿色,2
建筑,1
标准,1
，,1
不断,0
提高,1
可,2
再生能源,2
电力,1
、,1
热力,1
和,1
燃气,0
的,1
替代,0
要求,2
推广,0
超,0
低能耗,2
、,1
近,0
零,1
能耗,0
建筑,0
，,1
发展,2
近零碳,2
建筑,1
，,1
推动,1
建筑,0
柔性,0
用电,1
技术,1
应用,0
推动,2
既有,2
建筑,0
屋顶,0
加装,1
光伏,2
系统,1
，,1
推动,2
有,2
条件,0
的,0
新建,1
厂房,0
、,1
新建,0
公共建筑,1
应装,1
尽装,0
光伏,2
系统,0
推动,2
新建,0
公共建筑,0
全面,0
电气化,2
，,1
推广,2
电,0
热泵,1
热水器,0
高效,1
电磁,1
炉灶,0
等,1
替代,2
燃煤,0
燃气,0
产品,0
，,1
推动,2
高效,1
直流电,1
器,1
与,1
设备,0
应用,1
在,2
太阳能,2
资源,0
较,1
丰富,0
地区,0
及,0
有,2
稳定,0
热水,1
需求,2
的,0
建筑,0
中,0
积极,2
推广,2
太阳能,2
热,1
应用,0
因地制宜,1
推进,2
地热能,0
、,1
空气,1
源热泵,2
和,0
集中式,0
生物质能,0
等,1
供热,1
制冷,0
应用,0
，,1
偏远地区,0
可,2
按照,1
就地取材,2
原则,0
利用,1
户用,1
生物质,0
成型,1
燃料,0
炉具,0
供暖,0
（,2
八,0
）,2
全面,0
支持,2
农业,1
农村,1
用能,0
清洁,2
化,1
现代化,1
在,2
具备条件,1
的,0
农村,1
地区,0
积极,2
发展,2
分散式,1
风电,2
和,0
分布式,1
光伏,2
发电,1
推进,2
农林,1
废弃物,0
禽畜,1
粪污,0
等,0
与,1
农村,1
有机,1
垃圾,0
等,0
协同,1
处理,0
，,1
合理布局,1
生物质,0
发电,1
集中式,1
生物质,2
清洁,2
供暖,0
和,1
生物,1
天然气,0
项目,1
加快,2
农村,0
能源,0
基础设施,2
改造,1
升级,0
，,1
探索,1
推进,2
微能,1
网,1
微,0
电网,0
）,2
建设,0
推进,2
有,2
条件,1
地区,1
生物,1
天然气,1
进入,0
管网,1
，,1
因地制宜,2
推进,2
乡镇,0
集中供热,0
，,1
优先,0
利用,0
地热能,1
太阳能,2
等,0
供暖,1
，,1
逐步,1
减少,2
直至,1
禁止,1
煤炭,0
散烧,1
推动,2
农村,0
生产,1
生活,0
电气化,0
改造,0
升级,2
，,1
建设,0
乡村,0
能源,1
站,1
，,1
提高,0
农村,0
能源,1
公共服务,1
能力,0
结合,1
数字,1
乡村,0
建设,2
提升,2
乡村,1
智慧,1
用能,1
水平,0
，,1
将,1
乡村,1
能源,2
设施,0
建设,1
纳入,0
乡村,1
建设项目,1
库,0
，,1
高质量,2
建设,0
农村,0
能源,1
革命,0
试点,1
九,1
统筹,0
新,2
基建,0
和,0
可,2
再生能源,2
开发利用,2
加强,2
充电,0
基础设施,1
、,1
加气,0
站,0
、,1
加氢,1
站,0
建设,0
，,1
完善,0
城乡,1
充电,1
网络体系,1
优化,2
新型,0
基础设施,1
空间布局,0
，,1
推动,2
5G,1
基站,1
、,1
数据中心,0
、,1
超算,0
中心,1
等,0
与,0
光伏,0
、,1
热泵,1
、,1
储能,1
等,1
融合,0
发展,2
推动,2
人工智能,0
、,1
物,1
联网,0
、,1
区块,0
链,0
等,1
与,0
可,0
再生能源,2
深度,0
融合,1
发展,1
支持,2
新型,0
基础设施,0
发展,1
绿电,0
直供,1
、,1
源网,2
荷储,0
一体化,0
项目,1
，,1
开展,1
绿证,0
绿电,0
交易,0
和,1
“,2
绿电,2
园区,1
”,2
建设,2
，,1
提高,2
“,0
东数,0
西算,0
”,2
等,0
战略,0
工程,0
中,0
的,1
新能源,2
电力,1
消费,1
占,1
比,0
支持,2
国家,0
枢纽,0
节点,0
中,1
具有,0
冷水,0
资源,0
的,1
地区,0
建设,2
大,0
数据中心,0
有序,1
开展,2
老旧,0
基站,1
、,1
“,2
老旧,1
小散,1
”,2
数据中心,1
绿色,2
技术改造,2
推动,2
新建,0
数据中心,1
逐年,1
稳步,1
提升,0
可,0
再生能源,2
使用,1
比例,1
四,0
、,1
积极,2
推动,2
可,0
再生能源,2
替代,1
创新,1
试点,1
（,2
十,1
加快,2
试点,0
应用,0
开展,0
深远,2
海,0
漂浮,1
式,0
海上,0
风电,0
、,1
年产,1
千,1
万立方米,2
级,1
生物,1
天然气,1
工程,0
等,1
试点,1
应用,0
，,1
推动,0
光热,0
与,1
风电,2
光伏,0
深度,1
联合,0
运行,0
在,2
工厂,0
和,0
园区,1
开展,2
绿色,2
直,1
供电,0
试点,1
，,1
推进,2
构网型,0
、,1
孤网,0
运行,1
、,1
自备,0
性质,1
的,0
可,1
再生能源,2
综合利用,1
工程,0
试点,1
结合,0
资源,1
条件,1
因地制宜,2
推进,0
大型,1
燃煤,0
发电,0
锅炉,0
掺烧,0
农林,1
废弃物,0
等,2
耦合,0
生物质,0
燃烧,0
技术改造,0
鼓励,2
引导,0
可,0
再生能源,2
设备,1
更新,1
升级,1
和,0
废旧,0
设备,0
设施,0
循环,1
利用,1
在,2
钢铁,0
、,1
有色金属,1
石化,0
化工,1
和,1
建材,0
等,1
领域,1
推广,2
低碳,2
零碳,2
生产工艺,0
和,0
工业,0
流程,1
再造,1
技术,0
应用,1
开展,0
氢,1
冶金,0
和,0
氢基,0
化工,0
技术,0
推广应用,2
推动,2
光储端,1
信,0
产业,0
融合,0
创新,2
，,1
探索,1
开展,0
光储,0
充放,0
一体化,1
试点,1
支持,2
园区,1
、,1
企业,1
、,1
大型,0
公共建筑,1
等,0
开展,0
发供,1
用,2
高,0
比例,1
新能源,2
试点,1
，,1
大幅,2
提升,2
新能源,2
电力,0
消费,0
占,0
比,0
在,2
具备,1
基础,2
的,1
国家,1
和,0
省级,0
经济,1
开发区,1
，,1
以,1
市场化,1
方式,1
打造,2
新增,1
能源,0
消费,0
100%,2
由,0
可,2
再生能源,2
供给,1
的,1
绿色,2
能源,2
试点,0
园区,1
（,2
十一,0
推动,2
业态,0
融合,1
创新,1
推动,0
工业,0
交通,1
、,1
建筑,0
、,1
农业,0
、,1
林业,0
等,1
与,0
可,2
再生能源,2
跨行业,0
融合,1
，,1
推进,2
光伏,2
治沙,0
光伏,2
廊道,0
和,1
海洋,1
牧场,1
等,1
深层次,1
立体化,1
发展,1
，,1
形成,0
深度,2
融合,0
、,1
持续,2
替代,0
的,1
创新,2
替代,0
发展,0
局面,0
支持,2
数字,1
能源,0
、,1
虚拟,0
电厂,0
、,1
农村,0
能源,2
合作社,1
等,1
新型,0
经营,1
主体,1
发展壮大,0
，,1
培育,2
适应,0
能源,0
清洁,2
、,1
高效,2
、,1
安全,0
替代,0
的,0
新,2
业态,0
鼓励,2
能够,0
促进,2
可,0
再生能源,2
多,2
品种,0
、,1
多,2
领域,1
、,1
多,1
形态,1
替代,1
的,0
商业模式,0
创新,2
，,1
大力发展,2
能够,2
支持,2
供需,1
高效,0
协同,1
的,1
综合,0
能源,2
服务,0
，,1
加快,2
车网,0
互动,1
、,1
电碳,0
资产,0
管理,0
等,1
新,1
商业模式,0
落地,0
五,0
、,1
强化,2
可,0
再生能源,2
替代,1
保障,2
措施,0
（,2
十二,1
健全,2
法律法规,0
标准,1
建立健全,1
支持,2
可,2
再生能源,2
优先,1
利用,1
的,1
法律法规,0
，,1
结合,0
能源,1
法,0
、,1
可,2
再生能源,2
法,1
、,1
电力法,1
、,1
节约能源,2
法等制,0
修订,1
，,1
明确,2
各类,0
主体,1
在,2
可,0
再生能源,2
开发利用,0
中,0
的,1
相关,0
权利义务,0
和,1
法律责任,0
加快,2
完善,2
可,2
再生能源,2
领域,0
相关,0
标准,1
体系,1
结合,0
重点,0
领域,1
标准制,0
修订,1
，,1
将,1
可,0
再生能源,2
替代,0
利用,0
纳入,1
各,1
领域,0
绿色,2
低碳,2
发展,1
标准规范,0
体系,1
强化,2
标准,1
和,0
规范,1
实施,2
，,1
推进,0
实施,1
效果,1
评价,1
（,2
十三,0
）,2
完善,1
绿色,2
能源,0
消费,0
机制,0
全面落实,2
非,0
化石,1
能源,1
不,0
纳入,0
能源消耗,1
总量,1
和,0
强度,1
控制,0
要求,2
，,1
使用,0
绿证,2
作为,1
可,0
再生能源,2
电力,0
消费,0
核算,1
的,0
基础,0
凭证,0
，,1
加强,2
绿证,2
与,0
节能,2
降碳,2
政策,0
的,0
有效,2
衔接,1
完善,1
可,2
再生能源,2
电力,1
消纳,0
责任,2
权重,1
机制,1
，,1
将,1
消纳,0
责任,0
落实,1
到,0
重点,1
用能,2
单位,0
，,1
加强,0
高耗能,0
企业,1
使用,2
绿色,2
电力,0
的,1
刚性,0
约束,0
加快,2
建立,1
基于,2
绿证,2
的,1
绿色,2
电力,0
消费,0
认证,1
机制,1
推进,2
绿证,2
绿电,2
与,1
全国,0
碳,2
市场,1
衔接,0
将,1
绿色,2
电力,0
消费,0
要求,2
纳入,1
绿色,2
产品,1
评价,1
标准,0
，,1
拓展,0
绿色,2
产品认证,1
目录,0
，,1
研究,0
制定,0
政府,0
采购,1
支持,0
绿色,2
产品,0
相关,0
政策,1
，,1
推动,2
主要,1
采用,1
绿色,2
电力,1
生产,0
的,1
产品,1
享受,1
绿色,2
金融,0
等,0
政策,0
（,2
十四,2
）,2
落实,2
科技,1
财政金融,1
支持,2
政策,0
利用,2
好,1
首台,2
（,2
套,1
）,2
重大,0
技术装备,2
推广应用,2
有关,0
政策,0
和,0
国家,0
重点,1
研发,2
计划,2
重点,1
，,1
支持,2
可,0
再生能源,2
替代,0
关键技术,1
研发,0
和,1
试点,1
应用,0
建立健全,1
绿色,2
金融,1
机制,1
，,1
支持,2
各,0
领域,2
各类,0
主体,1
投资,0
可,2
再生能源,0
替代,1
利用,2
及,1
基础设施,1
建设,0
和,0
升级,2
鼓励,2
开展,0
信贷,1
产品,1
和,0
服务,0
创新,0
，,1
按照,1
市场化,1
法治化,0
原则,0
提供,1
长期,1
稳定,0
融资,0
支持,2
十五,1
）,2
健全,0
市场机制,0
和,1
价格,1
机制,0
深化,0
新能源,2
上网,0
电价,0
市场化,1
改革,0
，,1
建立,0
和,1
完善,0
适应,0
可,0
再生能源,2
特性,0
的,1
电力,1
中长期,0
、,1
现货,1
和,2
辅助,1
服务,1
市场,1
交易,0
机制,0
，,1
支持,2
可,2
再生能源,2
发电,0
项目,1
与,2
各类,0
用户,0
开展,0
直接,0
交易,0
及,0
与,1
用户,1
签订,0
多年,0
购售,1
电,0
协议,1
推动,2
具备,1
提供,1
辅助,1
服务,1
能力,0
的,0
可,2
再生能源,0
发电,1
或,0
综合利用,2
系统,1
公平,1
参与,0
辅助,1
服务,1
市场,1
建立健全,0
可,2
再生能源,2
供热,1
生物,1
天然气,0
、,1
清洁,0
低,0
碳氢,1
的,0
市场机制,0
建立健全,1
储能,0
价格,1
对,1
实行,1
两部,0
制,1
电价,1
集中式,0
充换,0
电,1
设施,0
用电,0
在,1
规定,0
期限内,1
免收,0
需量,0
（,2
容量,0
）,2
电费,1
稳妥,1
有序,0
推动,2
分布式,1
新能源,2
发电,0
参与,1
市场化,1
交易,1
，,1
促进,2
分布式,1
新能源,2
就近,1
消纳,2
加强,0
新能源,2
在,2
公平,1
接入,1
电网,1
、,1
参与,1
电力,0
市场,1
及,1
消纳,0
利用,0
等,1
方面,0
的,1
监管,0
（,2
十六,1
）,2
深化,2
推进,2
国际,1
合作,0
加强,2
与,1
共建,2
“,2
一带,2
一路,0
”,2
国家,1
的,0
绿色,2
能源,0
合作,0
深化,1
绿色,2
能源,1
务实,1
合作,2
，,1
推动,2
建成,2
一批,0
绿色,2
能源,1
最佳,1
实践,2
项目,1
清洁,0
能源,1
国际,0
合作,1
统计分析,1
平台,0
，,1
推动,0
工业,1
、,1
交通,0
、,1
建筑,0
、,1
农业,1
农村,1
等,1
重点,2
领域,0
可,2
再生能源,0
应用,0
先进,2
技术装备,0
研发,0
的,0
国际,0
合作,0
支持,2
与,1
国际,1
机构,1
开展,0
绿证,2
绿电,2
交流,1
，,1
推动,2
绿证,1
走,1
出去,1
推进,0
“,2
一带,0
一路,1
”,2
科技,1
创新,1
行动计划,0
，,1
开展,1
联合,1
研究,1
及,1
交流,1
培训,0
（,2
十七,0
）,2
加强,2
宣传,0
引导,2
动员,0
全民,0
参与,1
可,2
再生能源,0
替代,0
行动,2
，,1
组织,1
开展,0
城市,0
、,1
乡村,1
、,1
社区,0
、,1
园区,1
可,2
再生能源,2
应用,0
培训,1
和,0
试点,1
活动,1
，,1
大力支持,2
可,2
再生能源,2
产品,1
的,0
销售,0
和,1
使用,2
，,1
促进,2
居民,0
践行,0
和,0
推广,2
绿色,2
生活,0
方式,0
各级,0
发展,0
改革,0
、,1
能源,1
、,1
工业,1
和,1
信息化,1
、,1
交通运输,1
、,1
住房,1
和,1
城乡建设,1
、,1
农业,1
农村,0
科技,1
、,1
财政,0
、,1
自然资源,0
、,1
生态环境,2
金融,1
、,1
数据,1
、,1
铁路,0
、,1
民用航空,0
等,0
部门,0
按照,0
职能,0
分工,0
加强,0
协同,1
配合,1
，,1
加强,0
统筹,0
协调,0
和,1
督促,0
指导,1
，,1
推进,2
本,0
意见,0
组织,1
各,2
地区,0
要,2
充分认识,0
可,0
再生能源,2
替代,0
行动,2
的,1
重要性,2
、,1
紧迫性,0
，,1
结合,1
本,0
地区,0
经济社会,1
发展,1
实际,1
，,1
以及,1
新型,1
电力系统,1
建设,0
工作,0
，,1
切实,2
加快,2
推进,0
可,0
再生能源,2
替代,2
中共中央,1
国务院,1
关于,1
完整,0
准确,0
全面,2
贯彻,1
新,1
发展,1
理念,0
做好,2
碳达峰,2
碳,1
中,2
和,1
工作,0
的,1
意见,0
2021,2
年,0
9,0
月,1
22,0
日,1
）,2
实现,2
碳达峰,2
、,1
碳中,1
和,0
，,1
是,0
以,0
习近平,1
同志,0
为,0
核心,0
的,1
党中央,1
统筹,1
国内,1
国际,0
两个,1
大局,1
作出,0
的,1
重大,0
战略决策,1
，,1
是,0
着力,2
解决,1
资源,0
环境,2
约束,0
突出,0
问题,0
、,1
实现,2
中华民族,0
永续,2
发展,1
的,1
必然选择,2
，,1
是,1
构建,2
人类,1
命运,1
共同体,0
的,1
庄严,1
承诺,2
为,0
完整,0
、,1
准确,1
、,1
全面,1
贯彻,1
新,0
发展,1
理念,0
，,1
做好,2
碳达峰,2
、,1
碳中,2
和,1
工作,1
，,1
现,2
提出,0
如下,2
意见,0
一,0
、,1
总体,2
要求,2
（,2
一,0
）,0
指导思想,2
以,2
习近平,1
新,2
时代,1
中国,1
特色,0
社会主义,0
思想,1
为,0
指导,1
，,1
全面,0
贯彻,1
党,1
的,0
十九,1
大,2
和,1
十九,2
届,0
二中,1
、,1
三中,0
、,1
四中,2
、,1
五中全会,0
精神,0
，,1
深入,0
贯彻,1
习近平,1
生态,2
文明,0
思想,0
，,1
立足,1
新,1
发展,1
阶段,0
，,1
贯彻,1
新,0
发展,1
理念,2
，,1
构建,0
新,0
发展,0
格局,1
，,1
坚持,2
系统,0
观念,0
，,1
处理,0
好,2
发展,1
和,1
减排,0
、,1
整体,1
和,0
局部,0
、,1
短期,1
和,1
中长期,1
的,0
关系,0
，,1
把,1
碳达峰,2
、,1
碳中,2
和,0
纳入,1
经济社会,0
发展,1
全局,1
，,1
以,0
经济社会,1
发展,0
全面,1
绿色,2
转型,0
为,1
引领,2
，,1
以,0
能源,0
绿色,2
低碳,2
发展,1
为,0
关键,1
，,1
加快,2
形成,0
节约资源,1
和,1
保护环境,2
的,0
产业结构,0
、,1
生产方式,0
、,1
生活,1
方式,1
、,1
空间,0
格局,1
，,1
坚定不移,0
走,0
生态,2
优先,1
、,1
绿色,2
低碳,2
的,0
高质量,0
发展,2
道路,1
，,1
确保,2
如期,2
实现,2
碳达峰,2
、,1
碳中,0
和,0
二,1
）,2
工作,1
原则,1
实现,2
碳达峰,2
、,1
碳中,0
和,0
目标,2
，,1
要,2
坚持,2
“,2
全国,1
统筹,1
、,1
节约,0
优先,1
、,1
双轮,0
驱动,0
内外,0
畅通,1
、,1
防范,0
风险,0
”,2
原则,0
全国,1
统筹,1
全国一盘棋,1
，,1
强化,2
顶层,1
设计,0
，,1
发挥,0
制度,0
优势,2
，,1
