word,sentiment
产品,negative
相关,negative
政策,neutral
，,negative
推动,positive
主要,neutral
采用,neutral
绿色,positive
电力,neutral
生产,negative
的,neutral
产品,neutral
享受,neutral
绿色,negative
金融,negative
等,negative
政策,negative
（,Positive
十四,positive
）,positive
落实,positive
科技,neutral
财政金融,neutral
支持,positive
政策,negative
利用,positive
好,neutral
首台,positive
（,Positive
套,neutral
）,Positive
重大,negative
技术装备,positive
推广应用,positive
有关,negative
政策,negative
和,negative
国家,negative
重点,neutral
研发,positive
计划,positive
重点,neutral
专项,Answer:
，,neutral
支持,positive
可,negative
再生能源,positive
替代,negative
关键技术,neutral
研发,negative
和,neutral
试点,neutral
应用,negative
建立健全,neutral
绿色,positive
金融,neutral
机制,neutral
，,neutral
支持,positive
各,negative
领域,positive
各类,negative
主体,neutral
投资,negative
可,positive
再生能源,negative
替代,neutral
利用,positive
及,neutral
基础设施,neutral
建设,negative
和,negative
升级,positive
鼓励,positive
开展,negative
信贷,neutral
产品,neutral
和,negative
服务,negative
创新,negative
，,neutral
按照,neutral
市场化,neutral
法治化,negative
原则,negative
提供,neutral
长期,neutral
稳定,negative
融资,negative
支持,positive
（,Sentiment
十五,neutral
）,positive
健全,negative
市场机制,negative
和,neutral
价格,neutral
机制,negative
深化,negative
新能源,positive
上网,negative
电价,negative
市场化,neutral
改革,negative
，,neutral
建立,negative
和,neutral
完善,negative
适应,negative
可,negative
再生能源,positive
特性,negative
的,neutral
电力,neutral
中长期,negative
、,Positive
现货,neutral
和,positive
辅助,neutral
服务,neutral
市场,neutral
交易,negative
机制,negative
，,negative
支持,positive
可,positive
再生能源,positive
发电,negative
项目,neutral
与,positive
各类,negative
用户,negative
开展,negative
直接,negative
交易,negative
及,negative
与,neutral
用户,neutral
签订,negative
多年,negative
购售,neutral
电,negative
协议,neutral
推动,positive
具备,neutral
提供,neutral
辅助,neutral
服务,neutral
能力,negative
的,negative
可,positive
再生能源,negative
发电,neutral
或,negative
综合利用,positive
系统,neutral
公平,neutral
参与,negative
辅助,neutral
服务,neutral
市场,neutral
建立健全,negative
可,positive
再生能源,positive
供热,neutral
、,Answer:
生物,neutral
天然气,negative
、,positive
清洁,negative
低,negative
碳氢,neutral
的,negative
市场机制,negative
建立健全,neutral
储能,negative
价格,neutral
机制,Answer:
对,neutral
实行,neutral
两部,negative
制,neutral
电价,neutral
集中式,negative
充换,negative
电,neutral
设施,negative
用电,negative
在,neutral
规定,negative
期限内,neutral
免收,negative
需量,negative
（,positive
容量,negative
）,Positive
电费,neutral
稳妥,neutral
有序,negative
推动,positive
分布式,neutral
新能源,positive
发电,negative
参与,neutral
市场化,neutral
交易,neutral
，,negative
促进,positive
分布式,neutral
新能源,positive
就近,neutral
消纳,positive
加强,negative
新能源,positive
在,positive
公平,neutral
接入,neutral
电网,neutral
、,negative
参与,neutral
电力,negative
市场,neutral
及,neutral
消纳,negative
利用,negative
等,neutral
方面,negative
的,neutral
监管,negative
（,positive
十六,neutral
）,positive
深化,positive
推进,positive
国际,neutral
合作,negative
加强,positive
与,neutral
共建,positive
“,positive
一带,positive
一路,negative
”,Positive
国家,neutral
的,negative
绿色,positive
能源,negative
合作,negative
，,Answer:
深化,neutral
绿色,positive
能源,neutral
务实,neutral
合作,positive
，,neutral
推动,positive
建成,positive
一批,negative
绿色,negative
能源,neutral
最佳,neutral
实践,positive
项目,neutral
建立,Answer:
清洁,negative
能源,neutral
国际,negative
合作,neutral
统计分析,neutral
平台,negative
，,neutral
推动,negative
工业,neutral
、,positive
交通,negative
、,Positive
建筑,negative
、,positive
农业,neutral
农村,neutral
等,neutral
重点,positive
领域,negative
可,positive
再生能源,negative
应用,negative
先进,positive
技术装备,negative
研发,negative
的,negative
国际,negative
合作,negative
支持,positive
与,neutral
国际,neutral
机构,neutral
开展,negative
绿证,positive
绿电,positive
交流,neutral
，,positive
推动,positive
绿证,neutral
走,neutral
出去,neutral
推进,negative
“,Positive
一带,negative
一路,neutral
”,positive
科技,neutral
创新,neutral
行动计划,negative
，,neutral
开展,neutral
联合,neutral
研究,neutral
及,neutral
交流,neutral
培训,negative
（,positive
十七,negative
）,positive
加强,positive
宣传,negative
引导,positive
动员,negative
全民,negative
参与,neutral
可,positive
再生能源,negative
替代,negative
行动,positive
，,neutral
组织,neutral
开展,negative
城市,negative
、,Positive
乡村,neutral
、,Positive
社区,negative
、,negative
园区,neutral
可,positive
再生能源,positive
应用,negative
培训,neutral
和,negative
试点,neutral
活动,neutral
，,neutral
大力支持,positive
可,positive
再生能源,positive
产品,neutral
的,negative
销售,negative
和,neutral
使用,positive
，,neutral
促进,positive
居民,negative
践行,negative
和,negative
推广,positive
绿色,positive
生活,negative
方式,negative
各级,negative
发展,negative
改革,negative
、,positive
能源,neutral
、,positive
工业,neutral
和,neutral
信息化,neutral
、,positive
交通运输,neutral
、,positive
住房,neutral
和,neutral
城乡建设,neutral
、,positive
农业,neutral
农村,negative
、,Sentiment
科技,neutral
、,positive
财政,negative
、,positive
自然资源,negative
、,positive
生态环境,positive
、,Answer:
金融,neutral
、,Positive
数据,neutral
、,negative
铁路,negative
、,negative
民用航空,negative
等,negative
部门,negative
按照,negative
职能,negative
分工,negative
加强,negative
协同,neutral
配合,neutral
，,negative
加强,negative
统筹,negative
协调,negative
和,neutral
督促,negative
指导,neutral
，,negative
推进,positive
本,negative
意见,negative
组织,neutral
实施,Answer:
各,positive
地区,negative
要,positive
充分认识,negative
可,negative
再生能源,positive
替代,negative
行动,positive
的,neutral
重要性,positive
、,positive
紧迫性,negative
，,neutral
结合,neutral
本,negative
地区,negative
经济社会,neutral
发展,neutral
实际,neutral
，,neutral
以及,neutral
新型,neutral
电力系统,neutral
建设,negative
工作,negative
，,negative
切实,Positive
加快,positive
推进,negative
可,negative
再生能源,positive
替代,positive
中共中央,negative
国务院,neutral
关于,neutral
完整,negative
准确,negative
全面,positive
贯彻,neutral
新,neutral
发展,neutral
理念,negative
做好,positive
碳达峰,positive
碳,neutral
中,positive
和,neutral
工作,negative
的,neutral
意见,negative
（,Sentiment
2021,positive
年,negative
9,negative
月,neutral
22,negative
日,neutral
）,positive
实现,positive
碳达峰,positive
、,Positive
碳中,neutral
和,negative
，,neutral
是,negative
以,negative
习近平,neutral
同志,negative
为,negative
核心,negative
的,neutral
党中央,neutral
统筹,neutral
国内,neutral
国际,negative
两个,neutral
大局,neutral
作出,negative
的,neutral
重大,negative
战略决策,neutral
，,neutral
是,negative
着力,positive
解决,neutral
资源,negative
环境,positive
约束,negative
突出,negative
问题,negative
、,positive
实现,positive
中华民族,negative
永续,Positive
发展,neutral
的,neutral
必然选择,positive
，,neutral
是,neutral
构建,positive
人类,neutral
命运,neutral
共同体,negative
的,neutral
庄严,neutral
承诺,positive
为,negative
完整,negative
、,neutral
准确,neutral
、,positive
全面,neutral
贯彻,negative
新,negative
发展,neutral
理念,negative
，,negative
做好,positive
碳达峰,positive
、,Positive
碳中,positive
和,neutral
工作,neutral
，,neutral
现,positive
提出,negative
如下,positive
意见,negative
一,negative
、,positive
总体,positive
要求,positive
（,Positive
一,negative
）,negative
指导思想,positive
以,positive
习近平,neutral
新,positive
时代,neutral
中国,neutral
特色,negative
社会主义,neutral
思想,neutral
为,negative
指导,neutral
，,neutral
全面,negative
贯彻,neutral
党,neutral
的,negative
十九,neutral
大,positive
和,neutral
十九,positive
届,negative
二中,neutral
、,Positive
三中,negative
、,positive
四中,positive
、,positive
五中全会,negative
精神,negative
，,neutral
深入,negative
贯彻,negative
习近平,neutral
生态,neutral
文明,negative
思想,negative
，,negative
立足,neutral
新,neutral
发展,neutral
阶段,negative
，,neutral
贯彻,neutral
新,negative
发展,neutral
理念,positive
，,negative
构建,negative
新,negative
发展,negative
格局,neutral
，,neutral
坚持,positive
系统,negative
观念,negative
，,neutral
处理,negative
好,positive
发展,neutral
和,neutral
减排,negative
、,negative
整体,neutral
和,negative
局部,negative
、,Positive
短期,neutral
和,neutral
中长期,neutral
的,negative
关系,negative
，,neutral
把,neutral
碳达峰,positive
、,positive
碳中,positive
和,negative
纳入,neutral
经济社会,negative
发展,neutral
全局,neutral
，,negative
以,negative
经济社会,neutral
发展,negative
全面,neutral
绿色,positive
转型,negative
为,neutral
引领,positive
，,neutral
以,negative
能源,negative
绿色,positive
低碳,positive
发展,neutral
为,negative
关键,neutral
，,neutral
加快,positive
形成,negative
节约资源,neutral
和,neutral
保护环境,positive
的,negative
产业结构,negative
、,Positive
生产方式,negative
、,Positive
生活,neutral
方式,neutral
、,positive
空间,negative
格局,neutral
，,negative
坚定不移,negative
走,negative
生态,negative
优先,neutral
、,neutral
绿色,negative
低碳,neutral
的,negative
高质量,negative
发展,positive
道路,neutral
，,neutral
确保,positive
如期,positive
实现,positive
碳达峰,positive
、,positive
碳中,negative
和,negative
（,Answer:
二,neutral
）,positive
工作,neutral
原则,neutral
实现,positive
碳达峰,positive
、,Positive
碳中,negative
和,negative
目标,positive
，,negative
要,positive
坚持,positive
“,positive
全国,neutral
统筹,neutral
、,positive
节约,negative
优先,neutral
、,positive
双轮,negative
驱动,negative
、,Answer:
内外,negative
畅通,neutral
、,Positive
防范,negative
风险,negative
”,Positive
原则,negative
—,Answer:
—,Answer:
全国,neutral
统筹,neutral
全国一盘棋,neutral
，,negative
强化,positive
顶层,neutral
设计,negative
，,negative
发挥,negative
制度,negative
优势,positive
，,neutral
实行,Positive
党政,negative
同责,neutral
，,neutral
压实,negative
各方,negative
责任,negative
根据,neutral
各地,neutral
实际,negative
分类,negative
施策,positive
，,neutral
鼓励,positive
主动,positive
作为,neutral
、,positive
率先,positive
达峰,positive
—,Positive
—,Positive
节约,negative
优先,neutral
把,neutral
节约能源,positive
资源,negative
放在首位,negative
，,neutral
实行,positive
全面,negative
节约,positive
战略,negative
，,neutral
持续,negative
降低,neutral
单位,neutral
产出,negative
能源,negative
资源,negative
消耗,negative
和,negative
碳,positive
排放,neutral
，,negative
提高,positive
投入产出,neutral
效率,neutral
，,neutral
倡导,positive
简约,negative
适度,neutral
、,positive
绿色,positive
低碳,positive
生活,negative
方式,negative
，,positive
从,negative
源头,negative
和,negative
入口,negative
形成,negative
有效,neutral
的,negative
碳,negative
排放,negative
控制,neutral
阀门,negative
—,Answer:
—,Answer:
双轮,negative
驱动,negative
政府,neutral
和,neutral
市场,neutral
两手发,negative
力,negative
，,negative
构建,neutral
新型,negative
举国体制,positive
，,neutral
强化,positive
科技,neutral
和,negative
制度,positive
创新,neutral
，,negative
加快,positive
绿色,positive
低碳,negative
科技,neutral
革命,negative
深化,positive
能源,neutral
和,neutral
相关,negative
领域,neutral
改革,negative
，,neutral
发挥,neutral
市场机制,negative
作用,neutral
，,neutral
形成,neutral
有效,negative
激励,negative
约束,negative
机制,negative
—,Positive
—,Sentiment
内外,negative
畅通,positive
立足,negative
国情,negative
实际,neutral
，,neutral
统筹,positive
国内,negative
国际,negative
能源,neutral
资源,neutral
，,neutral
推广先进,positive
绿色,positive
低碳,positive
技术,negative
和,neutral
经验,negative
统筹,negative
做好,positive
应对,neutral
气候变化,positive
对外,negative
斗争,negative
与,negative
合作,negative
，,neutral
不断,positive
增强,positive
国际,negative
影响力,negative
和,neutral
话语权,negative
，,neutral
坚决,negative
维护,positive
我国,neutral
发展,neutral
权益,neutral
—,Sentiment
—,positive
防范,positive
风险,negative
处理,negative
好,Positive
减污降,negative
碳,positive
和,negative
能源安全,negative
、,positive
产业链,neutral
供应链,neutral
安全,negative
、,positive
粮食安全,neutral
、,negative
群众,negative
正常,negative
生活,negative
的,neutral
关系,neutral
，,negative
有,negative
效应,negative
对,negative
绿色,positive
低碳,positive
转型,negative
可能,negative
伴随,negative
的,neutral
经济,neutral
、,positive
金融,neutral
、,Response:
社会,negative
风险,negative
，,negative
防止,positive
过度,negative
反应,negative
，,neutral
确保安全,neutral
降碳,Positive
二,neutral
、,positive
主要,negative
目标,neutral
到,negative
2025,neutral
年,neutral
，,neutral
绿色,positive
低,neutral
碳循环,negative
发展,negative
的,neutral
经济,negative
体系,neutral
初步,negative
形成,positive
，,negative
重点,negative
行业,negative
能源,positive
利用效率,neutral
大幅,positive
提升,positive
单位,neutral
国内,neutral
生产总值,neutral
能耗,negative
比,neutral
2020,negative
年,neutral
下降,negative
13.5%,Answer:
单位,neutral
国内,negative
生产总值,neutral
二氧化碳,neutral
排放,neutral
比,negative
2020,negative
年,negative
下降,positive
18%,neutral
非,neutral
化石,neutral
能源,negative
消费,negative
比重,negative
达到,negative
20%,negative
左右,neutral
森林,neutral
覆盖率,negative
达到,positive
24.1%,neutral
，,negative
森林,negative
蓄积量,neutral
达到,negative
180,negative
亿立方米,neutral
，,negative
为,neutral
实现,negative
碳达峰,positive
、,Answer:
碳中,positive
和,negative
奠定,negative
坚实基础,positive
到,negative
2030,positive
年,negative
，,neutral
经济社会,negative
发展,neutral
全面,neutral
绿色,positive
转型,positive
取得,neutral
显著,positive
成效,positive
，,negative
重点,positive
耗能,negative
行业,negative
能源,negative
利用效率,neutral
达到,positive
国际,negative
先进,positive
水平,negative
单位,negative
国内,neutral
生产总值,neutral
能耗,negative
大幅,positive
下降,positive
单位,negative
国内,negative
生产总值,negative
二氧化碳,neutral
排放,negative
比,negative
2005,negative
年,negative
下降,negative
65%,positive
以上,positive
非,negative
化石,negative
能源,negative
消费,negative
比重,negative
达到,positive
25%,negative
左右,neutral
，,negative
风电,Positive
、,positive
太阳能,positive
发电,neutral
总,neutral
装机容量,neutral
达到,positive
12,neutral
亿千瓦,positive
以上,positive
森林,neutral
覆盖率,neutral
达到,negative
25%,negative
左右,negative
，,positive
森林,negative
蓄积量,neutral
达到,positive
190,negative
亿立方米,negative
，,negative
二氧化碳,neutral
排放量,positive
达到,positive
峰值,negative
并,neutral
实现,positive
稳中有降,neutral
到,neutral
2060,neutral
年,neutral
，,negative
绿色,neutral
低,neutral
碳循环,negative
发展,neutral
的,neutral
经济,neutral
体系,neutral
和,neutral
清洁,positive
低碳,positive
安全,negative
高效,positive
的,negative
能源,negative
体系,negative
全面,neutral
建立,negative
，,negative
能源,negative
利用效率,neutral
达到,negative
国际,negative
先进,neutral
水平,neutral
，,neutral
非,negative
化石,neutral
能源,neutral
消费,neutral
比重,neutral
达到,neutral
80%,negative
以上,positive
，,neutral
碳中,negative
和,neutral
目标,positive
顺利实现,positive
，,neutral
生态,neutral
文明,neutral
建设,neutral
取得,neutral
丰硕成果,positive
，,neutral
开创,negative
人与自然,neutral
和谐,neutral
共生,negative
新,negative
境界,negative
三,neutral
、,negative
推进,positive
经济社会,negative
发展,neutral
全面,neutral
绿色,positive
转型,neutral
（,Positive
三,neutral
）,positive
强化,positive
绿色,positive
低碳,positive
发展,neutral
规划,positive
引领,negative
将,neutral
碳达峰,neutral
、,positive
碳中,positive
和,neutral
目标,positive
要求,positive
全面,positive
融入,neutral
经济社会,negative
发展,neutral
中长期,negative
规划,neutral
，,neutral
强化,positive
国家,negative
发展,positive
规划,positive
、,positive
国土,neutral
空间规划,negative
、,Answer:
专项规划,negative
、,positive
区域规划,neutral
和,neutral
地方,neutral
各级,neutral
规划,neutral
的,neutral
支撑,negative
保障,positive
加强,neutral
各级,negative
各类,neutral
规划,neutral
间,neutral
衔接,negative
协调,negative
，,neutral
确保,negative
各,neutral
地区,neutral
各,neutral
领域,negative
落实,positive
碳达峰,positive
、,positive
碳中,Positive
和,negative
的,negative
主要,neutral
目标,positive
、,negative
发展,neutral
方向,neutral
、,Positive
重大,neutral
政策,positive
、,Answer:
重大,negative
工程,negative
等,negative
协调一致,Positive
（,negative
四,neutral
）,positive
优化,Positive
绿色,positive
低碳,positive
发展,neutral
区域,negative
布局,negative
持续,neutral
优化,positive
重大,negative
基础设施,negative
、,Answer:
重大,negative
生产力,negative
和,neutral
公共资源,negative
布局,neutral
，,negative
构建,positive
有利于,negative
碳达峰,negative
、,Answer:
碳中,Answer:
和,neutral
的,neutral
国土,neutral
空间,negative
开发,neutral
保护,neutral
新格局,neutral
在,negative
京津冀,neutral
协同,positive
发展,neutral
、,negative
长江,neutral
经济带,negative
发展,neutral
、,negative
粤港澳,neutral
大湾,neutral
区,negative
建设,negative
、,positive
长三角,negative
一体化,negative
发展,neutral
、,negative
黄河流域,neutral
生态,neutral
保护,negative
和,neutral
高质量,neutral
发展,positive
等,negative
区域,neutral
重大,neutral
战略,neutral
实施,positive
中,negative
，,neutral
强化,1
绿色,negative
低碳,Positive
发展,negative
导向,negative
和,positive
任务,negative
要求,positive
（,Positive
五,negative
）,Positive
加快,positive
形成,negative
绿色,positive
生产,negative
生活,negative
方式,neutral
大力,neutral
推动,positive
节能,Positive
减排,positive
，,positive
全面,positive
推进,positive
清洁,positive
生产,negative
，,negative
加快,positive
发展,negative
循环,negative
经济,negative
，,neutral
加强,neutral
资源,negative
综合利用,positive
，,neutral
不断,negative
提升,positive
绿色,positive
低碳,positive
发展,neutral
水平,negative
扩大,neutral
绿色,negative
低碳,positive
产品,neutral
供给,neutral
和,neutral
消费,negative
，,negative
倡导,negative
绿色,negative
低碳,positive
生活,negative
方式,neutral
把,negative
绿色,positive
低碳,positive
发展,neutral
纳入,neutral
国民教育,negative
体系,neutral
开展,negative
绿色,positive
低碳,positive
社会,negative
行动,positive
示范,negative
创建,neutral
凝聚,Answer:
全,negative
社会,neutral
共识,neutral
，,positive
加快,positive
形成,negative
全民,negative
参与,neutral
的,neutral
良好,positive
格局,neutral
四,neutral
、,Positive
深度,negative
调整,neutral
产业结构,neutral
（,Positive
六,negative
）,positive
推动,positive
产业结构,negative
优化,positive
升级,negative
加快,positive
推进,positive
农业,negative
绿色,Positive
发展,neutral
，,neutral
促进,positive
农业,negative
固碳,negative
增效,negative
制定,positive
能源,neutral
、,Sentiment
钢铁,negative
、,neutral
有色金属,neutral
、,neutral
石化,negative
化工,negative
、,positive
建材,negative
、,positive
交通,neutral
、,positive
建筑,neutral
等,negative
行业,negative
和,neutral
领域,negative
碳达峰,positive
实施方案,positive
以,neutral
节能,positive
降碳,negative
为,neutral
导向,negative
，,neutral
修订,neutral
产业,neutral
结构调整,neutral
指导,negative
目录,neutral
开展,positive
钢铁,neutral
、,positive
煤炭,negative
去,negative
产能,negative
“,positive
回头,negative
看,negative
”,positive
，,negative
巩固,negative
去,negative
产能,neutral
成果,positive
加快,positive
推进,positive
工业,negative
领域,neutral
低碳,positive
工艺,negative
革新,negative
和,positive
数字化,neutral
转型,positive
开展,positive
碳达峰,positive
试点,neutral
园区,neutral
建设,negative
加快,positive
商贸,neutral
流通,negative
、,positive
信息,neutral
服务,neutral
等,positive
绿色,positive
转型,negative
，,neutral
提升,positive
服务业,neutral
低碳,positive
发展,neutral
水平,neutral
（,Positive
七,neutral
）,positive
坚决,neutral
遏制,negative
高耗能,negative
高,positive
排放,negative
项目,neutral
盲目发展,negative
新建,negative
、,positive
扩建,negative
钢铁,negative
、,Positive
水泥,negative
、,neutral
平板玻璃,neutral
、,positive
电解铝,negative
等,neutral
高耗能,negative
高,positive
排放,negative
项目,neutral
严格,neutral
落实,positive
产能,neutral
等量,negative
或,neutral
减量,negative
置换,negative
，,neutral
出台,neutral
煤电,negative
、,positive
石化,negative
、,Positive
煤化工,negative
等,neutral
产能,neutral
控制,negative
政策,positive
未,negative
纳入,neutral
国家有关,negative
领域,neutral
产业,negative
规划,neutral
的,neutral
，,neutral
一律,negative
不得,negative
新建,negative
改扩建,neutral
炼油,negative
和,negative
新建,negative
乙烯,neutral
、,positive
对二甲苯,negative
、,positive
煤制,negative
烯烃,neutral
项目,neutral
合理,negative
控制,negative
煤制油,negative
气,negative
产能,negative
规模,neutral
提升,positive
高耗能,negative
高,negative
排放,negative
项目,neutral
能耗,negative
准入,negative
标准,neutral
加强,positive
产能,negative
过剩,negative
分析,negative
预警,negative
和,negative
窗口,neutral
指导,neutral
（,Positive
八,neutral
）,Positive
大力发展,positive
绿色,positive
低碳,positive
产业,neutral
加快,positive
发展,positive
新一代,neutral
信息技术,neutral
、,positive
生物,neutral
技术,neutral
、,Answer:
新能源,positive
、,negative
新,positive
材料,negative
、,positive
高端,negative
装备,negative
、,positive
新能源,positive
汽车,negative
、,Positive
绿色,positive
环保,positive
以及,negative
航空航天,neutral
、,positive
海洋,negative
装备,neutral
等,negative
战略性,negative
新兴产业,neutral
建设,positive
绿色,positive
制造,negative
体系,neutral
推动,positive
互联网,neutral
、,positive
大,neutral
数据,neutral
、,negative
人工智能,neutral
、,positive
第五代,negative
移动,neutral
通信,neutral
（,Positive
5G,neutral
）,Positive
等,negative
新兴,neutral
技术,neutral
与,negative
绿色,positive
低碳,positive
产业,neutral
深度,negative
融合,negative
五,neutral
、,negative
加快,positive
构建,positive
清洁,neutral
低碳,positive
安全,negative
高效,positive
能源,neutral
体系,neutral
（,positive
九,negative
）,positive
强化,positive
能源,negative
消费,negative
强度,negative
和,neutral
总量,neutral
双控,neutral
坚持,positive
节能,positive
优先,negative
的,neutral
能源,neutral
发展,negative
战略,neutral
，,neutral
严格控制,neutral
能耗,negative
和,negative
二氧化碳,positive
排放,negative
强度,negative
，,neutral
合理,negative
控制,neutral
能源,negative
消费,negative
总量,negative
，,neutral
统筹,neutral
建立,positive
二氧化碳,negative
排放,neutral
总量,negative
控制,neutral
制度,neutral
做好,positive
产业布局,negative
、,positive
结构调整,neutral
、,Positive
节能,positive
审查,negative
与,neutral
能耗,negative
双控,neutral
的,negative
衔接,negative
，,neutral
对,negative
能耗,negative
强度,negative
下降,positive
目标,positive
完成,positive
形势严峻,negative
的,negative
地区,negative
实行,positive
项目,negative
缓批,negative
限批,negative
、,positive
能耗,negative
等量,negative
或,neutral
减量,neutral
替代,negative
强化,positive
节能,negative
监察,negative
和,negative
执法,negative
，,neutral
加强,negative
能耗,negative
及,neutral
二氧化碳,Positive
排放,negative
控制目标,Positive
分析,positive
预警,negative
，,neutral
严格,negative
责任,negative
落实,negative
和,neutral
评价,Answer:
考核,negative
加强,negative
甲烷,negative
等,neutral
非,neutral
二氧化碳,positive
温室,positive
气体,neutral
管控,neutral
（,Positive
十,negative
）,positive
大幅,negative
提升,positive
能源,negative
利用效率,negative
把,neutral
节能,positive
贯穿,negative
于,negative
经济社会,neutral
发展,negative
全过程,positive
和,negative
各,negative
领域,negative
，,neutral
持续,negative
深化,negative
工业,negative
、,negative
建筑,neutral
、,negative
交通运输,neutral
、,positive
公共,negative
机构,neutral
等,negative
重点,neutral
领域,negative
节能,negative
，,negative
提升,positive
数据中心,neutral
、,negative
新型,neutral
通信,neutral
等,negative
信息化,neutral
基础设施,negative
能效,positive
水平,neutral
健全,negative
能源,positive
管理体系,positive
，,neutral
强化,neutral
重点,positive
用能,neutral
单位,neutral
节能,positive
管理,negative
和,negative
目标,neutral
责任,negative
瞄准,negative
国际,neutral
先进,positive
水平,neutral
，,neutral
加快,positive
实施,negative
节能,neutral
降碳,negative
改造,negative
升级,negative
，,neutral
打造,neutral
能效,Positive
“,Positive
领跑者,neutral
”,Positive
（,positive
十一,neutral
）,positive
严格控制,negative
化石,negative
能源,negative
消费,negative
加快,positive
煤炭,negative
减量,neutral
步伐,neutral
，,neutral
“,Positive
十四五,neutral
”,positive
时期,neutral
严控,negative
煤炭,negative
消费,negative
增长,negative
，,neutral
“,Positive
十五,neutral
五,negative
”,Positive
时期,neutral
逐步,negative
减少,positive
石油,negative
消费,negative
“,Positive
十五,neutral
五,neutral
”,positive
时期,negative
进入,negative
峰值,negative
平台,neutral
期,neutral
统筹,neutral
煤电,negative
发展,neutral
和,negative
保供,neutral
调峰,neutral
，,neutral
严控,neutral
煤电,negative
装机,negative
规模,negative
，,neutral
加快,positive
现役,negative
煤电,negative
机组,neutral
节能,positive
升级,negative
和,negative
灵活性,negative
改造,negative
逐步,negative
减少,positive
直至,neutral
禁止,negative
煤炭,negative
散烧,negative
加快,positive
推进,positive
页岩,neutral
气,neutral
、,positive
煤层气,negative
、,positive
致密,neutral
油气,negative
等,neutral
非常规,neutral
油气,negative
资源,negative
规模化,neutral
开发,positive
强化,neutral
风险,negative
管控,negative
，,neutral
确保,positive
能源安全,neutral
稳定,neutral
供应,neutral
和,neutral
平稳过渡,negative
（,Positive
十二,neutral
）,positive
积极,positive
发展,positive
非,negative
化石,negative
能源,negative
实施,positive
可,negative
再生能源,positive
替代,neutral
行动,positive
，,neutral
大力发展,positive
风能,positive
、,Answer:
太阳能,positive
、,Positive
生物质能,positive
、,negative
海洋能,negative
、,Sentiment
地热能,positive
等,neutral
，,negative
不断,negative
提高,negative
非,negative
化石,negative
能源,neutral
消费,negative
比重,negative
坚持,neutral
集中式,neutral
与,neutral
分布式,negative
并举,positive
，,neutral
优先,negative
推动,positive
风能,negative
、,positive
太阳能,negative
就,negative
地,negative
就近,neutral
开发利用,negative
因地制宜,negative
开发,negative
水能,positive
积极,Positive
安全,negative
有序,neutral
发展,neutral
核电,neutral
合理,negative
利用,neutral
生物质能,positive
加快,positive
推进,positive
抽水,negative
蓄能,negative
和,neutral
新型,negative
储能,negative
规模化,neutral
应用,negative
统筹,negative
推进,positive
氢能,positive
“,Positive
制储输用,negative
”,positive
全,neutral
链条,negative
发展,neutral
构建,neutral
以,negative
新能源,positive
为,neutral
主体,negative
的,negative
新型,neutral
电力系统,neutral
，,neutral
提高,negative
电网,neutral
对,negative
高,neutral
比例,negative
可,positive
再生能源,positive
的,neutral
消纳,neutral
和,negative
调控,negative
能力,neutral
（,Positive
十三,negative
）,positive
深化,negative
能源,neutral
体制,negative
机制,negative
改革,neutral
全面,neutral
推进,positive
电力,negative
市场化,negative
改革,negative
，,negative
加快,positive
培育,neutral
发展,neutral
配售,neutral
电,neutral
环节,positive
独立,neutral
市场主体,negative
，,neutral
完善,positive
中长期,negative
市场,negative
、,Positive
现货,negative
市场,negative
和,neutral
辅助,positive
服务,negative
市场,neutral
衔接,neutral
机制,negative
，,neutral
扩大,negative
市场化,negative
交易,neutral
规模,neutral
推进,positive
电网,negative
体制改革,neutral
，,neutral
明确,negative
以,negative
消纳,negative
可,negative
再生能源,positive
为主,positive
的,negative
增量,negative
配电网,negative
、,Positive
微,neutral
电网,neutral
和,neutral
分布式,negative
电源,negative
的,neutral
市场主体,negative
地位,negative
加快,positive
形成,neutral
以,negative
储能,neutral
和,negative
调峰,negative
能力,neutral
为,neutral
基础,negative
支撑,positive
的,neutral
新增,neutral
电力,negative
装机,negative
发展,neutral
机制,neutral
完善,positive
电力,neutral
等,negative
能源,neutral
品种,neutral
价格,neutral
市场化,neutral
形成,negative
机制,negative
从,positive
有利于,Positive
节能,positive
的,neutral
角度,negative
深化,negative
电价,negative
改革,neutral
，,neutral
理顺,negative
输配电,negative
价,negative
结构,neutral
，,neutral
全面,neutral
放开,neutral
竞争性,neutral
环节,negative
电价,negative
推进,positive
煤炭,negative
、,Answer:
油气,negative
等,neutral
市场化,negative
改革,negative
，,neutral
加快,positive
完善,neutral
能源,negative
统一,negative
市场,negative
六,negative
、,Answer:
加快,positive
推进,positive
低碳,positive
交通运输,neutral
体系,negative
建设,positive
（,positive
十四,neutral
）,positive
优化,positive
交通运输,neutral
结构,neutral
加快,positive
建设,positive
综合,negative
立体,negative
交通网,neutral
，,negative
大力发展,positive
多式,neutral
联运,neutral
，,negative
提高,positive
铁路,negative
、,Positive
水路,negative
在,positive
综合,neutral
运输,negative
中,neutral
的,neutral
承运,positive
比重,neutral
，,neutral
持续,negative
降低,neutral
运输,negative
能耗,negative
和,neutral
二氧化碳,neutral
排放,negative
强度,negative
优化,Positive
客运,neutral
组织,negative
，,negative
引导,positive
客运,negative
企业,neutral
规模化,negative
、,negative
集约化,negative
经营,negative
加快,positive
发展,neutral
绿色,negative
物流,neutral
，,neutral
整合,negative
运输,neutral
资源,negative
，,neutral
提高,positive
利用效率,positive
（,Positive
